recno,rho,T,P,u
887,5.0E-10,10000.0,1.04392E-8,-1808.733
888,6.0E-10,10000.0,1.252152E-8,-1809.009
889,7.0E-10,10000.0,1.460344E-8,-1809.223
890,8.0E-10,10000.0,1.668504E-8,-1809.396
891,9.0E-10,10000.0,1.876637E-8,-1809.54
892,1.0E-9,10000.0,2.084748E-8,-1809.661
893,2.0E-9,10000.0,4.165117E-8,-1810.319
894,3.0E-9,10000.0,6.244764E-8,-1810.61
895,4.0E-9,10000.0,8.324037E-8,-1810.784
896,5.0E-9,10000.0,1.040307E-7,-1810.903
897,6.0E-9,10000.0,1.248193E-7,-1810.99
898,7.0E-9,10000.0,1.456067E-7,-1811.058
899,8.0E-9,10000.0,1.66393E-7,-1811.113
900,9.0E-9,10000.0,1.871785E-7,-1811.159
901,1.0E-8,10000.0,2.079633E-7,-1811.197
902,2.0E-8,10000.0,4.157879E-7,-1811.406
903,3.0E-8,10000.0,6.235896E-7,-1811.498
904,4.0E-8,10000.0,8.313796E-7,-1811.553
905,5.0E-8,10000.0,1.039162E-6,-1811.591
906,6.0E-8,10000.0,1.246939E-6,-1811.618
907,7.0E-8,10000.0,1.454712E-6,-1811.64
908,8.0E-8,10000.0,1.662482E-6,-1811.657
909,9.0E-8,10000.0,1.870249E-6,-1811.672
910,1.0E-7,10000.0,2.078014E-6,-1811.684
911,2.0E-7,10000.0,4.155588E-6,-1811.75
912,3.0E-7,10000.0,6.233092E-6,-1811.779
913,4.0E-7,10000.0,8.310558E-6,-1811.796
914,5.0E-7,10000.0,1.0388E-5,-1811.808
915,6.0E-7,10000.0,1.246543E-5,-1811.817
916,7.0E-7,10000.0,1.454284E-5,-1811.824
917,8.0E-7,10000.0,1.662024E-5,-1811.829
918,9.0E-7,10000.0,1.869764E-5,-1811.834
919,1.0E-6,10000.0,2.077503E-5,-1811.838
920,2.0E-6,10000.0,4.154872E-5,-1811.859
921,3.0E-6,10000.0,6.232223E-5,-1811.868
922,4.0E-6,10000.0,8.309567E-5,-1811.873
923,5.0E-6,10000.0,1.038691E-4,-1811.877
924,6.0E-6,10000.0,1.246425E-4,-1811.88
925,7.0E-6,10000.0,1.454159E-4,-1811.882
926,8.0E-6,10000.0,1.661893E-4,-1811.884
927,9.0E-6,10000.0,1.869628E-4,-1811.885
928,1.0E-5,10000.0,2.077362E-4,-1811.886
929,2.0E-5,10000.0,4.154728E-4,-1811.893
930,3.0E-5,10000.0,6.232134E-4,-1811.896
931,4.0E-5,10000.0,8.309583E-4,-1811.897
932,5.0E-5,10000.0,0.001038708,-1811.898
933,6.0E-5,10000.0,0.001246462,-1811.899
934,7.0E-5,10000.0,0.00145422,-1811.9
935,8.0E-5,10000.0,0.001661984,-1811.9
936,9.0E-5,10000.0,0.001869751,-1811.901
937,1.0E-4,10000.0,0.002077524,-1811.901
938,2.0E-4,10000.0,0.004155508,-1811.902
939,3.0E-4,10000.0,0.006233962,-1811.902
940,4.0E-4,10000.0,0.008312889,-1811.901
941,5.0E-4,10000.0,0.01039229,-1811.901
942,6.0E-4,10000.0,0.01247216,-1811.9
943,7.0E-4,10000.0,0.01455251,-1811.899
944,8.0E-4,10000.0,0.01663333,-1811.899
945,9.0E-4,10000.0,0.01871462,-1811.898
946,0.001,10000.0,0.02079639,-1811.897
947,0.002,10000.0,0.04164016,-1811.888
948,0.003,10000.0,0.06253142,-1811.878
949,0.004,10000.0,0.08347027,-1811.869
950,0.005,10000.0,0.1044568,-1811.859
951,0.006,10000.0,0.1254911,-1811.849
952,0.007,10000.0,0.1465732,-1811.84
953,0.008,10000.0,0.1677033,-1811.83
954,0.009,10000.0,0.1888814,-1811.82
955,0.01,10000.0,0.2101076,-1811.81
956,0.02,10000.0,0.4250343,-1811.711
957,0.03,10000.0,0.6448666,-1811.611
958,0.04,10000.0,0.8696904,-1811.509
959,0.05,10000.0,1.099592,-1811.406
960,0.06,10000.0,1.334657,-1811.301
961,0.07,10000.0,1.574973,-1811.195
962,0.08,10000.0,1.820624,-1811.088
963,0.09,10000.0,2.071698,-1810.979
964,0.1,10000.0,2.328281,-1810.869
965,0.177828,10000.0,4.531,-1809.817
966,0.316228,10000.0,9.369,-1808.056
967,0.562341,10000.0,21.812,-1803.784
968,1.0,10000.0,57.62,-1794.037
969,1.778279,10000.0,173.553,-1770.234
970,3.162278,10000.0,563.324,-1715.255
971,5.623413,10000.0,1858.786,-1596.573
972,10.0,10000.0,6012.513,-1357.834
973,17.78279,10000.0,18509.47,-907.764
974,31.62278,10000.0,55651.44,-140.025
975,56.23413,10000.0,163191.7,1166.742
976,100.0,10000.0,468651.3,3324.846
977,177.8279,10000.0,1317690.0,6713.719
978,316.2278,10000.0,3644285.0,12072.33
979,562.3413,10000.0,9960215.0,20361.55
980,1000.0,10000.0,2.697237E7,33051.39
981,1.0E-10,20000.0,8.301961E-9,-1126.842
982,2.0E-10,20000.0,1.658961E-8,-1127.975
983,3.0E-10,20000.0,2.486318E-8,-1129.092
984,4.0E-10,20000.0,3.312279E-8,-1130.2
985,5.0E-10,20000.0,4.13686E-8,-1131.3
986,6.0E-10,20000.0,4.960075E-8,-1132.392
987,7.0E-10,20000.0,5.781936E-8,-1133.476
988,8.0E-10,20000.0,6.602457E-8,-1134.553
989,9.0E-10,20000.0,7.421653E-8,-1135.623
990,1.0E-9,20000.0,8.239535E-8,-1136.686
991,2.0E-9,20000.0,1.634881E-7,-1146.946
992,3.0E-9,20000.0,2.433952E-7,-1156.589
993,4.0E-9,20000.0,3.222177E-7,-1165.682
994,5.0E-9,20000.0,4.000425E-7,-1174.281
995,6.0E-9,20000.0,4.773592E-7,-1180.93
996,7.0E-9,20000.0,5.542994E-7,-1187.279
997,8.0E-9,20000.0,6.308694E-7,-1193.338
998,9.0E-9,20000.0,7.070755E-7,-1199.114
999,1.0E-8,20000.0,7.829242E-7,-1204.617
1000,2.0E-8,20000.0,1.523152E-6,-1246.521
1001,3.0E-8,20000.0,2.234643E-6,-1270.649
1002,4.0E-8,20000.0,2.923768E-6,-1285.7
1003,5.0E-8,20000.0,3.596898E-6,-1300.374
1004,6.0E-8,20000.0,4.258736E-6,-1317.387
1005,7.0E-8,20000.0,4.908447E-6,-1332.371
1006,8.0E-8,20000.0,5.547994E-6,-1345.574
1007,9.0E-8,20000.0,6.179727E-6,-1357.253
1008,1.0E-7,20000.0,6.804088E-6,-1367.644
1009,2.0E-7,20000.0,1.268535E-5,-1436.805
1010,3.0E-7,20000.0,1.825187E-5,-1477.486
1011,4.0E-7,20000.0,2.361553E-5,-1505.526
1012,5.0E-7,20000.0,2.883812E-5,-1526.697
1013,6.0E-7,20000.0,3.393346E-5,-1543.399
1014,7.0E-7,20000.0,3.905428E-5,-1557.212
1015,8.0E-7,20000.0,4.398061E-5,-1568.736
1016,9.0E-7,20000.0,4.890632E-5,-1578.52
1017,1.0E-6,20000.0,5.378956E-5,-1587.089
1018,2.0E-6,20000.0,1.011463E-4,-1637.259
1019,3.0E-6,20000.0,1.471125E-4,-1661.356
1020,4.0E-6,20000.0,1.923654E-4,-1676.207
1021,5.0E-6,20000.0,2.371718E-4,-1686.543
1022,6.0E-6,20000.0,2.816746E-4,-1694.272
1023,7.0E-6,20000.0,3.259504E-4,-1700.277
1024,8.0E-6,20000.0,3.700518E-4,-1705.199
1025,9.0E-6,20000.0,4.140034E-4,-1709.305
1026,1.0E-5,20000.0,4.578263E-4,-1712.764
1027,2.0E-5,20000.0,8.919076E-4,-1731.764
1028,3.0E-5,20000.0,0.001321717,-1740.346
1029,4.0E-5,20000.0,0.001749235,-1745.537
1030,5.0E-5,20000.0,0.002175334,-1749.067
1031,6.0E-5,20000.0,0.002600503,-1751.723
1032,7.0E-5,20000.0,0.003024963,-1753.791
1033,8.0E-5,20000.0,0.00344887,-1755.458
1034,9.0E-5,20000.0,0.003872317,-1756.859
1035,1.0E-4,20000.0,0.004295318,-1758.049
1036,2.0E-4,20000.0,0.008509981,-1764.474
1037,3.0E-4,20000.0,0.01271345,-1767.37
1038,4.0E-4,20000.0,0.01690971,-1769.092
1039,5.0E-4,20000.0,0.02110105,-1770.272
1040,6.0E-4,20000.0,0.02528964,-1771.149
1041,7.0E-4,20000.0,0.02947672,-1771.838
1042,8.0E-4,20000.0,0.03366291,-1772.385
1043,9.0E-4,20000.0,0.03784871,-1772.84
1044,0.001,20000.0,0.04203419,-1773.232
1045,0.002,20000.0,0.08387445,-1775.322
1046,0.003,20000.0,0.1257532,-1776.242
1047,0.004,20000.0,0.1676742,-1776.786
1048,0.005,20000.0,0.2096457,-1777.154
1049,0.006,20000.0,0.2516781,-1777.417
1050,0.007,20000.0,0.2937804,-1777.621
1051,0.008,20000.0,0.3359557,-1777.779
1052,0.009,20000.0,0.3782027,-1777.906
1053,0.01,20000.0,0.4205179,-1778.013
1054,0.02,20000.0,0.8474298,-1778.501
1055,0.03,20000.0,1.281517,-1778.61
1056,0.04,20000.0,1.722895,-1778.599
1057,0.05,20000.0,2.171672,-1778.521
1058,0.06,20000.0,2.627817,-1778.403
1059,0.07,20000.0,3.091466,-1778.266
1060,0.08,20000.0,3.562758,-1778.116
1061,0.09,20000.0,4.041767,-1777.957
1062,0.1,20000.0,4.528477,-1777.791
1063,0.177828,20000.0,8.666,-1776.307
1064,0.316228,20000.0,17.141,-1773.277
1065,0.562341,20000.0,36.859,-1767.054
1066,1.0,20000.0,87.529,-1752.293
1067,1.778279,20000.0,232.928,-1724.696
1068,3.162278,20000.0,678.133,-1664.214
1069,5.623413,20000.0,2066.15,-1540.086
1070,10.0,20000.0,6364.027,-1297.843
1071,17.78279,20000.0,19138.29,-838.198
1072,31.62278,20000.0,57040.95,-55.65
1073,56.23413,20000.0,165990.6,1258.974
1074,100.0,20000.0,472967.8,3408.373
1075,177.8279,20000.0,1323868.0,6770.003
1076,316.2278,20000.0,3653760.0,12114.1
1077,562.3413,20000.0,9979271.0,20426.35
1078,1000.0,20000.0,2.700564E7,33115.61
1079,1.0E-10,30000.0,1.528626E-8,-426.904
1080,2.0E-10,30000.0,2.884082E-8,-622.145
1081,3.0E-10,30000.0,4.194831E-8,-720.824
1082,4.0E-10,30000.0,5.484783E-8,-781.884
1083,5.0E-10,30000.0,6.762946E-8,-823.834
1084,6.0E-10,30000.0,8.033655E-8,-854.6006
1085,7.0E-10,30000.0,9.299307E-8,-878.203
1086,8.0E-10,30000.0,1.056135E-7,-896.9199
1087,9.0E-10,30000.0,1.182072E-7,-912.146
1088,1.0E-9,30000.0,1.307806E-7,-924.7859
1089,2.0E-9,30000.0,2.559783E-7,-987.66
1090,3.0E-9,30000.0,3.808159E-7,-1011.278
1091,4.0E-9,30000.0,5.055361E-7,-1023.713
1092,5.0E-9,30000.0,6.301987E-7,-1031.406
1093,6.0E-9,30000.0,7.548257E-7,-1036.646
1094,7.0E-9,30000.0,8.79427E-7,-1040.451
1095,8.0E-9,30000.0,1.004008E-6,-1043.344
1096,9.0E-9,30000.0,1.128571E-6,-1045.623
1097,1.0E-8,30000.0,1.253119E-6,-1047.468
1098,2.0E-8,30000.0,2.49788E-6,-1056.191
1099,3.0E-8,30000.0,3.741468E-6,-1059.514
1100,4.0E-8,30000.0,4.983934E-6,-1061.462
1101,5.0E-8,30000.0,6.225927E-6,-1061.714
1102,6.0E-8,30000.0,7.467614E-6,-1061.965
1103,7.0E-8,30000.0,8.708989E-6,-1062.215
1104,8.0E-8,30000.0,9.950045E-6,-1062.465
1105,9.0E-8,30000.0,1.119078E-5,-1062.714
1106,1.0E-7,30000.0,1.243117E-5,-1062.962
1107,2.0E-7,30000.0,2.481543E-5,-1065.405
1108,3.0E-7,30000.0,3.715912E-5,-1067.79
1109,4.0E-7,30000.0,4.945446E-5,-1070.152
1110,5.0E-7,30000.0,6.169084E-5,-1072.703
1111,6.0E-7,30000.0,7.386386E-5,-1075.409
1112,7.0E-7,30000.0,8.597394E-5,-1078.155
1113,8.0E-7,30000.0,9.802491E-5,-1080.906
1114,9.0E-7,30000.0,1.1002E-4,-1083.646
1115,1.0E-6,30000.0,1.21961E-4,-1086.349
1116,2.0E-6,30000.0,2.393418E-4,-1111.36
1117,3.0E-6,30000.0,3.531156E-4,-1132.556
1118,4.0E-6,30000.0,4.641378E-4,-1150.677
1119,5.0E-6,30000.0,5.728653E-4,-1166.507
1120,6.0E-6,30000.0,6.796569E-4,-1180.591
1121,7.0E-6,30000.0,7.847403E-4,-1193.254
1122,8.0E-6,30000.0,8.883228E-4,-1204.789
1123,9.0E-6,30000.0,9.905712E-4,-1215.412
1124,1.0E-5,30000.0,0.001091597,-1225.234
1125,2.0E-5,30000.0,0.002053054,-1295.842
1126,3.0E-5,30000.0,0.002957047,-1340.311
1127,4.0E-5,30000.0,0.003825446,-1372.172
1128,5.0E-5,30000.0,0.004669411,-1396.871
1129,6.0E-5,30000.0,0.005494493,-1416.589
1130,7.0E-5,30000.0,0.006305407,-1433.082
1131,8.0E-5,30000.0,0.007104584,-1447.103
1132,9.0E-5,30000.0,0.007893704,-1459.116
1133,1.0E-4,30000.0,0.008674473,-1469.601
1134,2.0E-4,30000.0,0.01619967,-1533.108
1135,3.0E-4,30000.0,0.02343774,-1564.913
1136,4.0E-4,30000.0,0.03052992,-1585.178
1137,5.0E-4,30000.0,0.03752595,-1599.395
1138,6.0E-4,30000.0,0.04445314,-1610.304
1139,7.0E-4,30000.0,0.05132519,-1618.875
1140,8.0E-4,30000.0,0.05815523,-1625.874
1141,9.0E-4,30000.0,0.06495345,-1631.829
1142,0.001,30000.0,0.07172369,-1636.927
1143,0.002,30000.0,0.1384818,-1665.324
1144,0.003,30000.0,0.204352,-1678.506
1145,0.004,30000.0,0.2698022,-1686.515
1146,0.005,30000.0,0.3349947,-1692.056
1147,0.006,30000.0,0.4000447,-1696.169
1148,0.007,30000.0,0.46502,-1699.428
1149,0.008,30000.0,0.5299369,-1702.038
1150,0.009,30000.0,0.5948115,-1704.194
1151,0.01,30000.0,0.6596571,-1706.044
1152,0.02,30000.0,1.30923,-1715.956
1153,0.03,30000.0,1.963967,-1720.206
1154,0.04,30000.0,2.625055,-1722.568
1155,0.05,30000.0,3.293293,-1724.083
1156,0.06,30000.0,3.969398,-1725.076
1157,0.07,30000.0,4.653841,-1725.773
1158,0.08,30000.0,5.346197,-1726.242
1159,0.09,30000.0,6.045798,-1726.528
1160,0.1,30000.0,6.752189,-1726.676
1161,0.177828,30000.0,12.77667,-1725.674
1162,0.316228,30000.0,25.349,-1721.722
1163,0.562341,30000.0,51.884,-1714.154
1164,1.0,30000.0,116.107,-1700.396
1165,1.778279,30000.0,286.06,-1672.845
1166,3.162278,30000.0,777.069,-1610.74
1167,5.623413,30000.0,2248.271,-1483.733
1168,10.0,30000.0,6698.546,-1239.065
1169,17.78279,30000.0,19719.92,-777.196
1170,31.62278,30000.0,58105.46,6.795
1171,56.23413,30000.0,167961.5,1323.789
1172,100.0,30000.0,476539.4,3474.975
1173,177.8279,30000.0,1331751.0,6868.191
1174,316.2278,30000.0,3669274.0,12230.95
1175,562.3413,30000.0,9996484.0,20469.68
1176,1000.0,30000.0,2.704022E7,33183.57
1177,1.0E-10,60000.0,3.739054E-8,622.24
1178,2.0E-10,60000.0,7.478069E-8,622.216
1179,3.0E-10,60000.0,1.121704E-7,622.193
1180,4.0E-10,60000.0,1.495597E-7,622.169
1181,5.0E-10,60000.0,1.869486E-7,622.146
1182,6.0E-10,60000.0,2.243371E-7,622.122
1183,7.0E-10,60000.0,2.617253E-7,622.099
1184,8.0E-10,60000.0,2.99113E-7,622.075
1185,9.0E-10,60000.0,3.365003E-7,622.051
1186,1.0E-9,60000.0,3.73887E-7,622.028
1187,2.0E-9,60000.0,7.477335E-7,621.793
1188,3.0E-9,60000.0,1.12154E-6,621.557
1189,4.0E-9,60000.0,1.495305E-6,621.323
1190,5.0E-9,60000.0,1.869029E-6,621.087
1191,6.0E-9,60000.0,2.242714E-6,620.853
1192,7.0E-9,60000.0,2.616358E-6,620.618
1193,8.0E-9,60000.0,2.98996E-6,620.383
1194,9.0E-9,60000.0,3.363523E-6,620.149
1195,1.0E-8,60000.0,3.737046E-6,619.915
1196,2.0E-8,60000.0,7.470054E-6,617.576
1197,3.0E-8,60000.0,1.119904E-5,615.249
1198,4.0E-8,60000.0,1.492406E-5,612.933
1199,5.0E-8,60000.0,1.864512E-5,610.627
1200,6.0E-8,60000.0,2.235852E-5,608.158
1201,7.0E-8,60000.0,2.606329E-5,605.487
1202,8.0E-8,60000.0,2.975949E-5,602.625
1203,9.0E-8,60000.0,3.344714E-5,599.58
1204,1.0E-7,60000.0,3.71263E-5,596.365
1205,2.0E-7,60000.0,7.345926E-5,556.984
1206,3.0E-7,60000.0,1.090013E-4,511.546
1207,4.0E-7,60000.0,1.438674E-4,468.427
1208,5.0E-7,60000.0,1.781919E-4,428.841
1209,6.0E-7,60000.0,2.120824E-4,393.443
1210,7.0E-7,60000.0,2.455855E-4,361.656
1211,8.0E-7,60000.0,2.787236E-4,332.682
1212,9.0E-7,60000.0,3.115212E-4,305.652
1213,1.0E-6,60000.0,3.440025E-4,280.009
1214,2.0E-6,60000.0,6.565346E-4,88.548
1215,3.0E-6,60000.0,9.553992E-4,-29.505
1216,4.0E-6,60000.0,0.001245095,-115.258
1217,5.0E-6,60000.0,0.001528331,-182.562
1218,6.0E-6,60000.0,0.001806668,-236.437
1219,7.0E-6,60000.0,0.002081307,-281.09
1220,8.0E-6,60000.0,0.002353093,-319.033
1221,9.0E-6,60000.0,0.00262242,-351.48
1222,1.0E-5,60000.0,0.002889623,-379.597
1223,2.0E-5,60000.0,0.005489213,-547.949
1224,3.0E-5,60000.0,0.008019912,-629.033
1225,4.0E-5,60000.0,0.01051751,-678.667
1226,5.0E-5,60000.0,0.01299318,-712.427
1227,6.0E-5,60000.0,0.01545384,-737.382
1228,7.0E-5,60000.0,0.01790255,-756.562
1229,8.0E-5,60000.0,0.02034119,-771.842
1230,9.0E-5,60000.0,0.02277149,-784.493
1231,1.0E-4,60000.0,0.02519449,-795.253
1232,2.0E-4,60000.0,0.04912413,-852.6076
1233,3.0E-4,60000.0,0.07264615,-879.3005
1234,4.0E-4,60000.0,0.09584185,-896.7519
1235,5.0E-4,60000.0,0.1187577,-910.2364
1236,6.0E-4,60000.0,0.1414186,-921.3445
1237,7.0E-4,60000.0,0.1638437,-931.0638
1238,8.0E-4,60000.0,0.1860547,-939.6919
1239,9.0E-4,60000.0,0.2080728,-947.4846
1240,0.001,60000.0,0.2299123,-954.6889
1241,0.002,60000.0,0.4404603,-1008.26
1242,0.003,60000.0,0.6408068,-1044.476
1243,0.004,60000.0,0.834109,-1072.042
1244,0.005,60000.0,1.022158,-1094.388
1245,0.006,60000.0,1.204043,-1117.339
1246,0.007,60000.0,1.385651,-1136.194
1247,0.008,60000.0,1.566985,-1152.131
1248,0.009,60000.0,1.748047,-1165.889
1249,0.01,60000.0,1.928841,-1177.964
1250,0.02,60000.0,3.722627,-1252.21
1251,0.03,60000.0,5.492638,-1291.736
1252,0.04,60000.0,7.241679,-1318.166
1253,0.05,60000.0,8.972552,-1337.791
1254,0.06,60000.0,10.68806,-1353.28
1255,0.07,60000.0,12.391,-1366.004
1256,0.08,60000.0,14.08419,-1376.759
1257,0.09,60000.0,15.77041,-1386.044
1258,0.1,60000.0,17.45248,-1394.193
1259,0.177828,60000.0,30.714,-1436.217
1260,0.316228,60000.0,55.725,-1465.073
1261,0.562341,60000.0,105.768,-1485.634
1262,1.0,60000.0,211.122,-1494.15
1263,1.778279,60000.0,456.309,-1481.406
1264,3.162278,60000.0,1082.581,-1430.237
1265,5.623413,60000.0,2797.146,-1311.009
1266,10.0,60000.0,7711.769,-1070.886
1267,17.78279,60000.0,21462.83,-610.413
1268,31.62278,60000.0,61196.79,172.17
1269,56.23413,60000.0,173525.7,1493.309
1270,100.0,60000.0,486487.3,3647.969
1271,177.8279,60000.0,1349565.0,7048.465
1272,316.2278,60000.0,3701496.0,12420.03
1273,562.3413,60000.0,1.006278E7,20720.21
1274,1000.0,60000.0,2.715664E7,33420.54
1275,1.0E-10,100000.0,6.231791E-8,996.171
1276,2.0E-10,100000.0,1.246358E-7,996.171
1277,3.0E-10,100000.0,1.869537E-7,996.17
1278,4.0E-10,100000.0,2.492715E-7,996.17
1279,5.0E-10,100000.0,3.115894E-7,996.17
1280,6.0E-10,100000.0,3.739072E-7,996.17
1281,7.0E-10,100000.0,4.36225E-7,996.17
1282,8.0E-10,100000.0,4.985429E-7,996.17
1283,9.0E-10,100000.0,5.608606E-7,996.17
1284,1.0E-9,100000.0,6.231782E-7,996.169
1285,2.0E-9,100000.0,1.246356E-6,996.168
1286,3.0E-9,100000.0,1.869531E-6,996.167
1287,4.0E-9,100000.0,2.492706E-6,996.165
1288,5.0E-9,100000.0,3.115878E-6,996.164
1289,6.0E-9,100000.0,3.73905E-6,996.162
1290,7.0E-9,100000.0,4.362221E-6,996.161
1291,8.0E-9,100000.0,4.98539E-6,996.159
1292,9.0E-9,100000.0,5.608558E-6,996.158
1293,1.0E-8,100000.0,6.231724E-6,996.156
1294,2.0E-8,100000.0,1.246332E-5,996.142
1295,3.0E-8,100000.0,1.869477E-5,996.127
1296,4.0E-8,100000.0,2.492609E-5,996.11
1297,5.0E-8,100000.0,3.115728E-5,996.092
1298,6.0E-8,100000.0,3.738834E-5,996.073
1299,7.0E-8,100000.0,4.361925E-5,996.053
1300,8.0E-8,100000.0,4.985004E-5,996.033
1301,9.0E-8,100000.0,5.608068E-5,996.011
1302,1.0E-7,100000.0,6.23112E-5,995.989
1303,2.0E-7,100000.0,1.24609E-4,995.724
1304,3.0E-7,100000.0,1.868934E-4,995.385
1305,4.0E-7,100000.0,2.491644E-4,994.977
1306,5.0E-7,100000.0,3.114221E-4,994.506
1307,6.0E-7,100000.0,3.736664E-4,993.978
1308,7.0E-7,100000.0,4.358974E-4,993.4
1309,8.0E-7,100000.0,4.98115E-4,992.777
